,id,fish id,grams
563,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122247.jpg,581,16674
564,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105808.jpg,266,19279
565,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123603.jpg,614,83
566,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102342.jpg,134,77844
567,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100555.jpg,80,3579
568,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120849.jpg,522,64996
569,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104727.jpg,222,14464
570,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122938.jpg,600,5
571,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113515.jpg,400,44944
572,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114508.jpg,433,128314
573,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111316.jpg,318,79752
574,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095957.jpg,59,6109
575,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120646.jpg,511,50392
576,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132242.jpg,798,1758
577,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122045.jpg,570,1457
578,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120652.jpg,512,92075
579,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130441.jpg,729,4
580,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131039.jpg,756,4828
581,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120134.jpg,493,62739
582,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124352.jpg,641,5
583,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104914.jpg,230,600
584,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125702.jpg,693,
585,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124409.jpg,642,8
586,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123400.jpg,609,
587,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110948.jpg,3038,13954
588,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124435.jpg,644,144
589,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130326.jpg,722,40
590,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130332.jpg,723,0930
591,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122736.jpg,600,354
592,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125059.jpg,671,03039
593,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124347.jpg,641,
594,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122050.jpg,570,14533
595,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103713.jpg,191,5
596,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101104.jpg,96,82
597,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101110.jpg,96,82
598,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102419.jpg,137,10
599,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103049.jpg,164,5941
600,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114535.jpg,435,92649
601,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100226.jpg,69,59282
602,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095759.jpg,52,68238
603,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131951.jpg,783,10
604,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094335.jpg,10,50408
605,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102814.jpg,152,66608
606,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121015.jpg,529,57827
607,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130118.jpg,711,
608,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125515.jpg,687,04
609,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105835.jpg,268,15644
610,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100018.jpg,61,29429
611,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103511.jpg,184,51082
612,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113702.jpg,406,52496
613,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124804.jpg,660,0
614,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103505.jpg,184,508
615,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100024.jpg,61,29428
616,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100742.jpg,86,68553
617,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113058.jpg,385,644644
618,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114737.jpg,444,29916
619,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102155.jpg,129,65255
620,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112346.jpg,354,46239
621,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104530.jpg,216,
622,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121940.jpg,565,19409
623,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112434.jpg,359,75705
624,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125307.jpg,679,28
625,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094916.jpg,26,52455
626,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121607.jpg,552,030
627,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123010.jpg,600,
628,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325133217.jpg,838,136849
629,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105955.jpg,273,122987
630,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131428.jpg,771,24
631,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125449.jpg,685,4344
632,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101500.jpg,106,63925
633,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102009.jpg,122,87500
634,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094719.jpg,21,34940
635,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121820.jpg,559,288
636,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095349.jpg,39,48939
637,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112226.jpg,347,581279
638,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102035.jpg,124,169
639,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100144.jpg,66,12570
640,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130508.jpg,731,18
641,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131616.jpg,771,24645
642,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130534.jpg,733,44
643,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101931.jpg,120,25136
644,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120041.jpg,488,6141
645,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120900.jpg,523,985779
646,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113312.jpg,392,43764
647,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105216.jpg,242,77448
648,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113306.jpg,392,4379
649,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101702.jpg,113,9134
650,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114441.jpg,431,54894
651,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131831.jpg,777,3480
652,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100352.jpg,73,177779
653,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102545.jpg,142,43055
654,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094527.jpg,15,78852
655,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095639.jpg,49,6590
656,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100346.jpg,73,77775
657,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094241.jpg,,82353
658,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100418.jpg,75,79562
659,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102233.jpg,131,72338
660,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125854.jpg,3,
661,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131821.jpg,776,7969
662,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111529.jpg,328,68498
663,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114337.jpg,427,1920
664,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112746.jpg,374,15366
665,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095629.jpg,48,044944
666,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112752.jpg,374,15366
667,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094537.jpg,15,77840
668,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131606.jpg,771,4
669,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121415.jpg,541,576770
670,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130518.jpg,732,
671,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125115.jpg,672,
672,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130524.jpg,732,1443
673,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095826.jpg,53,44674
674,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120051.jpg,489,80492
675,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131148.jpg,762,
676,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112949.jpg,380,5985
677,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113114.jpg,386,72483
678,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102019.jpg,123,45128
679,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103449.jpg,182,5934
680,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130929.jpg,751,
681,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100154.jpg,67,008
682,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104332.jpg,207,64852
683,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123000.jpg,600,40
684,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325133207.jpg,837,1408
685,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130726.jpg,741,
686,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130732.jpg,741,
687,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125459.jpg,686,
688,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124747.jpg,659,44700
689,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122450.jpg,589,1059354
690,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100008.jpg,60,16934
691,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105616.jpg,258,78152
692,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124814.jpg,661,
693,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101302.jpg,100,62098
694,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102623.jpg,144,560
695,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100034.jpg,62,59696
696,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100752.jpg,87,579
697,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113048.jpg,384,5378
698,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114727.jpg,443,59854
699,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123821.jpg,623,
700,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125505.jpg,686,
701,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130134.jpg,712,34
702,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124627.jpg,653,15
703,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132045.jpg,787,1349
704,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113921.jpg,415,70
705,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114519.jpg,434,63234
706,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113510.jpg,399,702
707,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103703.jpg,190,67608
708,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122901.jpg,600,369
709,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112154.jpg,345,34090
710,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112626.jpg,369,537879
711,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100544.jpg,79,67544
712,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102353.jpg,135,45388
713,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125707.jpg,693,1
714,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124419.jpg,643,
715,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110958.jpg,304,86529
716,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095952.jpg,59,61092
717,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095946.jpg,58,13578
718,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125049.jpg,670,
719,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132253.jpg,799,1843
720,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120657.jpg,512,929
721,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122055.jpg,571,0
722,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130337.jpg,723,89047
723,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123405.jpg,,39440
724,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131940.jpg,782,730764
725,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110756.jpg,,8752
726,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105429.jpg,251,122453
727,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114524.jpg,434,63239
728,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122928.jpg,600,
729,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100237.jpg,70,123870
730,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113505.jpg,399,70243
731,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094318.jpg,9,94
732,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132050.jpg,788,199779
733,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105824.jpg,267,0
734,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124632.jpg,653,
735,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105830.jpg,267,2142
736,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121004.jpg,528,53669
737,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123613.jpg,614,384
738,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121951.jpg,566,24243
739,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114732.jpg,443,59852
740,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102150.jpg,129,6250
741,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094126.jpg,,95219
742,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112357.jpg,355,102
743,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094132.jpg,,044941
744,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103500.jpg,183,57486
745,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132905.jpg,823,
746,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104509.jpg,214,14455
747,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105950.jpg,273,122993
748,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113854.jpg,413,63645
749,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131439.jpg,771,24209
750,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125302.jpg,679,
751,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124008.jpg,630,
752,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325133212.jpg,837,14813
753,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112237.jpg,348,68749
754,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102742.jpg,150,50344
755,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114134.jpg,422,2678
756,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104327.jpg,207,64844
757,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102030.jpg,124,1692
758,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121831.jpg,560,208
759,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094708.jpg,,48225
760,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114108.jpg,421,04494
761,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115216.jpg,456,65403
762,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101505.jpg,106,63925
763,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110839.jpg,299,971654
764,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124544.jpg,65,4409
765,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104858.jpg,229,869779
766,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124550.jpg,650,91340
767,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325133004.jpg,829,
768,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100357.jpg,74,85004
769,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110636.jpg,291,27370
770,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113459.jpg,398,65037
771,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101713.jpg,113,91339
772,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103110.jpg,166,86125
773,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101707.jpg,113,91339
774,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120911.jpg,524,40060
775,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115014.jpg,448,76986
776,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104119.jpg,199,14322
777,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095602.jpg,47,17548
778,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113301.jpg,392,6159
779,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131836.jpg,777,32
780,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110620.jpg,290,
781,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125843.jpg,701,3401
782,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110152.jpg,280,62443
783,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100341.jpg,,4775
784,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114452.jpg,432,044944
785,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101739.jpg,115,58340
786,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131611.jpg,771,24285
787,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110807.jpg,297,5159
788,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120708.jpg,513,73320
789,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123229.jpg,606,
790,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132330.jpg,802,14269
791,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115200.jpg,455,49704
792,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105013.jpg,234,56404
793,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111700.jpg,334,7676
794,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110422.jpg,284,75795
795,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114650.jpg,441,53334
796,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112221.jpg,347,581279
797,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123942.jpg,628,9
798,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094911.jpg,26,52464
799,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131407.jpg,771,54183
800,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130057.jpg,709,141
801,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122335.jpg,583,632134
802,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325093924.jpg,,16069
803,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125328.jpg,680,5
804,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103516.jpg,185,58300
805,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095212.jpg,35,79895
806,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110542.jpg,288,64344
807,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131215.jpg,764,3
808,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122527.jpg,591,
809,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130123.jpg,711,584
810,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121748.jpg,557,66
811,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111847.jpg,341,21699
812,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095004.jpg,28,74393
813,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105403.jpg,249,4816
814,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095010.jpg,28,74392
815,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125937.jpg,704,134
816,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112143.jpg,344,13922
817,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102436.jpg,138,98564
818,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100221.jpg,69,63336
819,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111338.jpg,319,64872
820,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112631.jpg,369,53786
821,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110740.jpg,295,39894
822,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112802.jpg,375,23319
823,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131017.jpg,,9426
824,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122725.jpg,600,10
825,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132522.jpg,811,299
826,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123349.jpg,609,928
827,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122730.jpg,600,0
828,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124341.jpg,641,
829,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115822.jpg,477,72562
830,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125739.jpg,,
831,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120641.jpg,511,50405
832,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130452.jpg,,
833,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130446.jpg,729,3
834,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103932.jpg,,63978
835,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094455.jpg,13,044944
836,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110027.jpg,,6379
837,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110033.jpg,276,47590
838,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103729.jpg,192,60275
839,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122917.jpg,600,
840,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113937.jpg,416,49698
841,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130644.jpg,737,8
842,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121946.jpg,566,2424
843,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110225.jpg,282,57024
844,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101328.jpg,101,17207
